"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","aovivo","modo","explicita","gostou","n_reproducao","id_cliente"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,121.927429549518,-5.84718008782993,78.5051309099477,0,204299,2013,FALSE,"g",TRUE,TRUE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,136.87854113787,-7.65570715756609,71.7418122939967,0,366737,1969,FALSE,"e",TRUE,TRUE,2,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,94.2941393368494,-6.77425757040727,65.0883560904233,0,183333,1989,TRUE,"b",TRUE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,121.268732295652,-6.407510757016,75.8859630497526,0,126967,2003,FALSE,"g",FALSE,TRUE,4,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,83.3201346851372,-6.68829868098293,70.966855496967,0,206812,2010,TRUE,"c",FALSE,FALSE,3,"#ID7758"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,120.900189302,-6.05552679698787,71.9140821426639,0,265192,2005,FALSE,"d#",TRUE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,104.361893800341,-9.10637496908064,78.3566162709846,0,205079,2021,FALSE,"a#",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,87.1607407390601,-9.90660331696668,73.1374794441515,0,198399,1975,FALSE,"a",FALSE,FALSE,1,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,112.124663189269,-7.68825217381948,67.2721011477505,0,159137,2019,FALSE,"G",FALSE,FALSE,5,"#ID7758"
"Nenhuma",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,123.483779795581,-8.03110472707693,65.6647475769508,0,209100,2021,FALSE,"F#",TRUE,TRUE,2,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,156.921081171569,-6.73581645670499,79.8099414167375,8.13147483534557,169411,2005,FALSE,"G",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,104.553448939571,-7.42407411672566,20.1312104993469,69.6770605003882,276885,2010,FALSE,"A",TRUE,TRUE,4,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,111.649207229194,-10.591087670506,76.6001324247168,0,180087,2015,FALSE,"G#",TRUE,FALSE,3,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,146.640428322984,-17.205262382482,0,0,153919,2012,FALSE,"N/A",FALSE,FALSE,3,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,105.13600994607,-5.49287935547177,73.5724792578149,19.5438288036497,321003,1999,TRUE,"d#",TRUE,TRUE,5,"#ID7758"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,105.772748233329,-17.2503197344172,0,0,304253,2012,FALSE,"N/A",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,163.737026493883,-7.73527565431639,70.8924988282617,0,169456,2021,FALSE,"C",FALSE,TRUE,6,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,85.774754013696,-7.9874238978369,78.6487734987591,0,191936,2019,TRUE,"G#",FALSE,FALSE,5,"#ID7758"
"Nenhuma",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,123.281993871009,-5.51175402785648,32.1760229964666,0,356149,1967,TRUE,"e",FALSE,FALSE,4,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,116.351495698633,-5.65777358457049,73.1705290861087,0,211835,2012,TRUE,"G#",TRUE,TRUE,6,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,96.8416517419982,-6.30271367843798,78.4989690953052,22.1977721453931,267023,1999,FALSE,"D#",FALSE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,98.5873060499825,-7.15454543491439,11.8969688993215,78.3428464194,177442,2001,FALSE,"N/A",FALSE,TRUE,3,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,111.495743209957,-7.51976218861381,74.7395206866693,0,190698,1995,FALSE,"a",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,99.3875840545791,-7.25940977337007,74.8841388487949,0,262564,2007,FALSE,"g",FALSE,FALSE,4,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,115.351077663935,-7.26055266928548,72.1944688476538,16.7130691575998,208257,2021,FALSE,"c#",TRUE,TRUE,2,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,124.562359285801,-13.7844727868613,38.5527240490062,0,180193,1966,FALSE,"E",FALSE,FALSE,4,"#ID7758"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,94.7333761216504,-6.82150375925553,73.0940177393109,0,204171,2011,FALSE,"F#",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,87.8036314015755,-8.03053403108495,64.1043443386888,0,404401,2008,FALSE,"F#",FALSE,TRUE,4,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,96.873290405716,-7.18302724167723,18.7938946173945,65.6189982743435,201427,2012,FALSE,"B",TRUE,FALSE,1,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,118.976494738748,-15.0814787271659,49.9960687291197,0,193695,1986,TRUE,"G#",TRUE,FALSE,3,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,125.360219236349,-10.75283294816,76.5163258438364,0,240739,1969,FALSE,"c#",FALSE,TRUE,9,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,114.391801267406,-17.2300273921733,0,0,93002,2021,FALSE,"c#",FALSE,FALSE,3,"#ID7758"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,127.337340463909,-6.93270934121059,71.1468564005594,23.1188933911967,342485,2002,FALSE,"F#",TRUE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,134.046583798198,-6.35453938584825,58.0101123546287,0,140265,2019,FALSE,"e",FALSE,FALSE,1,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,117.393109123537,-9.22835300192094,36.2537719490057,0,789083,1964,TRUE,"C",FALSE,TRUE,6,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,132.954915776386,-6.32320318224304,62.4170480331178,0,199733,2019,FALSE,"b",FALSE,FALSE,4,"#ID7758"
"Nenhuma",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,125.43035212264,-10.9203704684896,44.0824128756983,0,695602,1996,TRUE,"C",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,105.336568166595,-6.99805080335472,62.0808895631074,0,185442,2020,FALSE,"F",FALSE,TRUE,5,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,156.521633361349,-6.19108691923686,62.1611926675148,0,198342,2021,FALSE,"a#",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,132.120837654162,-6.3752960876305,65.029043661597,0,151505,2019,FALSE,"F",FALSE,TRUE,7,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,134.814868350785,-22.8359731876721,0,0,362146,2021,FALSE,"N/A",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,87.3382603143322,-7.23581632760095,67.7727427096658,0,172768,2020,FALSE,"g#",FALSE,TRUE,3,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,99.8443512939029,-14.0214792018644,83.631608343609,0,219096,2018,FALSE,"d",FALSE,TRUE,1,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,135.633229643422,-5.80182971281062,70.1155986612393,0,388024,1981,FALSE,"E",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,98.4096119601134,-7.9117570732755,76.3482855206511,0,292848,2019,FALSE,"b",FALSE,TRUE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,119.735769273668,-18.1106309950304,22.367926635029,0,247079,1920,FALSE,"g",TRUE,TRUE,6,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,82.1077230880534,-11.3173966971977,75.4342120489817,0,231054,2019,TRUE,"a#",TRUE,FALSE,6,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,124.980963161216,-7.28410416417499,63.6524037140451,0,148997,2021,FALSE,"B",FALSE,TRUE,5,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,108.824659425177,-7.33679225797211,77.1032595975556,21.6621108696557,248964,1996,TRUE,"D",FALSE,TRUE,6,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,92.2897694584115,-2.12977024944552,71.3428724417211,0,199238,2020,FALSE,"A#",FALSE,TRUE,5,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,117.003809092219,-6.53466068383801,82.1268781152889,0,175074,2018,TRUE,"D",FALSE,TRUE,7,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.587694177749,-5.78505400449933,69.1335521622994,0,208765,2020,TRUE,"D#",FALSE,TRUE,3,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,111.560462217374,-13.0846525671086,77.4196783722051,0,210599,2004,TRUE,"a",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,96.8628223826929,-5.96871072634529,69.9819276866656,0,238697,1999,FALSE,"b",FALSE,FALSE,1,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,135.74392885891,-5.60882258628518,60.019412288974,18.9048333898061,237844,2019,FALSE,"c",FALSE,FALSE,3,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,102.174509224007,-8.5702219163563,78.6058864266515,0,160050,2016,TRUE,"C",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,96.6576948013349,-6.34938352387548,74.8725853808965,0,208389,1991,FALSE,"a#",FALSE,TRUE,4,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,119.159608412033,-7.58750789037414,77.2563729706984,0,207949,2000,FALSE,"d#",TRUE,TRUE,5,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,127.485289296976,-7.30865814483222,79.5626372616327,0,174286,2017,TRUE,"B",TRUE,FALSE,3,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,103.254914576282,-8.42569829681417,80.0250827737131,0,227205,2017,FALSE,"D#",FALSE,TRUE,3,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,113.837170589555,-7.05443493864697,75.2984927541849,27.1043992546429,223027,2013,FALSE,"f#",TRUE,TRUE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,130.392112002926,-6.63089827136913,65.659438885436,22.097338513909,196527,2020,FALSE,"A#",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,117.844341528941,-7.78264315871986,79.415066741737,21.5174416240104,220225,2002,FALSE,"N/A",TRUE,FALSE,3,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,116.023196942043,-6.26985272784377,76.1588058591354,15.0081071272767,290413,1998,FALSE,"e",TRUE,TRUE,6,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,104.594161291167,-7.38146778411681,74.6860201455005,0,217448,2014,TRUE,"G",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,77.4192438257349,-7.14959003694442,79.3499671930602,0,236031,2008,FALSE,"B",TRUE,FALSE,2,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,94.3936761420927,-5.98767822076439,24.391506008208,69.8604967635007,230830,1990,TRUE,"e",TRUE,TRUE,5,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,92.8484304798465,-7.78483285170536,68.8085987430094,0,195552,2016,TRUE,"d",FALSE,TRUE,4,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,131.019586046881,-7.72308940348306,70.2004592525286,0,167445,2010,FALSE,"b",FALSE,TRUE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,98.4686227179749,-9.17038530612384,29.6147022324485,77.0227705071369,218113,2011,FALSE,"d#",TRUE,TRUE,7,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,85.981785394628,-5.53240282590347,77.3583180765052,0,157349,2019,TRUE,"B",TRUE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,99.2765749262973,-7.89112956581697,21.7190692745516,97.3690880093448,291812,2006,FALSE,"d",TRUE,FALSE,2,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89.3583532860205,-8.84009013940537,71.2106806508664,0,189010,2014,TRUE,"F",FALSE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,146.590873841941,-7.47689756901617,56.2310548788623,0,198584,2021,FALSE,"b",FALSE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,118.192849934654,-4.53141113018001,52.2195056513301,0,709207,1956,TRUE,"d",FALSE,TRUE,2,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,87.2507638541699,-8.59050310204498,79.1688089429895,0,182425,2017,TRUE,"C",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,112.510513552047,-5.14195809061181,72.3916222489587,0,247964,2006,FALSE,"G",TRUE,TRUE,1,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,91.3716067546729,-7.02197530572488,17.2521475205673,66.1135386580389,164382,2018,FALSE,"a#",FALSE,FALSE,2,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,99.0850884737008,-12.7863057028946,73.3834142660454,0,242513,2021,FALSE,"c",FALSE,FALSE,5,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,139.059785462147,-5.99624635523859,66.509477330087,0,141645,2021,TRUE,"D",FALSE,FALSE,1,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,130.829992449871,-6.00202853117767,78.0368625031458,0,207613,2017,TRUE,"A",FALSE,FALSE,2,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,177.673167382804,-6.59565994789359,66.1017024444669,0,157016,2020,FALSE,"F",FALSE,FALSE,1,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82.3681444795942,-7.66472288020363,69.3516151985892,0,172630,2019,TRUE,"G",FALSE,FALSE,3,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,74.2686140374008,-12.3483615084498,70.8979326755593,0,208869,2021,FALSE,"A",FALSE,TRUE,6,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,107.53583833971,-5.31525967253253,71.3947364307244,23.3104565628316,288821,2000,TRUE,"c#",TRUE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,98.646390737778,-8.11057160887191,23.3122628181217,54.839005589832,190270,2006,FALSE,"a",TRUE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,103.701182163998,-5.26179567712738,13.9346190397271,65.4069958460004,175766,1998,FALSE,"A#",TRUE,FALSE,1,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,123.844523303426,-10.1000714563604,40.3251639470027,0,295925,1960,FALSE,"F",FALSE,FALSE,5,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,84.8037797283781,-6.08745609717947,62.6626926668711,0,209617,2020,FALSE,"g#",FALSE,FALSE,6,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,169.525329142792,-7.36682017441008,52.112149427102,0,151459,2020,FALSE,"a#",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,109.891112844255,-7.78880653852953,67.5195770464762,0,271810,2010,TRUE,"c#",FALSE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,103.009729870355,-7.76354763939393,17.8987653426275,53.0362307373842,247445,1998,FALSE,"C#",TRUE,FALSE,3,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,108.569579453482,-7.72030817138181,63.5328344397138,20.8141123767229,191536,2021,FALSE,"B",TRUE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,117.354311804177,-3.60555256155042,27.4694906621583,0,221569,1928,TRUE,"N/A",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,123.096307226831,-7.08957532682767,72.9881281151144,0,305527,2018,FALSE,"G",TRUE,TRUE,4,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,111.738323373537,-7.51787267291162,79.8559877994427,0,149920,1991,FALSE,"f#",TRUE,TRUE,4,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105.665912608683,-7.24685655746981,74.0775768024791,0,187418,2016,TRUE,"G",TRUE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,147.757263051428,-6.97541876351298,82.3656625797472,0,244013,1986,FALSE,"E",TRUE,TRUE,5,"#ID7758"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,131.291336975929,-6.93489432148665,78.30223988772,22.9988168258247,250534,2017,TRUE,"C#",FALSE,TRUE,4,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,107.584552718424,-6.13356237740689,20.6054437806161,67.3133815064284,221578,2001,FALSE,"A",TRUE,FALSE,5,"#ID7758"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,128.659877725328,-7.56571056957561,67.7244100859002,0,152933,2017,FALSE,"e",FALSE,TRUE,6,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,133.876679064302,-11.85309227743,40.0310124496701,0,448577,1960,TRUE,"f",FALSE,FALSE,2,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,89.0856865730555,-18.4743412113869,0,0,261805,2021,FALSE,"G#",FALSE,FALSE,3,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,125.995248238193,-9.46950628639548,24.72862184043,0,363731,1940,FALSE,"f",FALSE,FALSE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,130.585627823701,-9.23382021853097,68.7502930720228,0,332630,2003,TRUE,"F",FALSE,TRUE,7,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,77.6662739110189,-2.68960127941606,75.171378836826,0,185386,2019,FALSE,"G",FALSE,FALSE,1,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,101.259677673972,-10.5124389100139,70.4481525320749,0,195784,2003,FALSE,"b",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,89.1898048522704,-13.720707323496,80.0132228628178,0,165850,2012,TRUE,"g",FALSE,TRUE,3,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,109.953716806746,-10.5357873800006,72.6574528788924,0,337532,1991,FALSE,"G#",FALSE,TRUE,5,"#ID7758"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,98.1788193186563,-6.7796821219552,70.7249864892277,0,277966,2010,FALSE,"A#",FALSE,FALSE,4,"#ID7758"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,100.127840986958,-5.13836282904776,25.5189931889503,67.2309287384861,267049,1997,FALSE,"e",FALSE,TRUE,4,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,141.867909071347,-7.6021867012565,66.2310765319505,0,236481,2020,FALSE,"f",FALSE,FALSE,5,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,83.9477324661891,-6.3331063796414,24.9382381809085,69.6925234134903,260253,2014,FALSE,"N/A",TRUE,FALSE,3,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,117.324335756665,-9.22425458371213,72.6923465210462,0,234819,2011,FALSE,"f",TRUE,TRUE,7,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,99.7385211034972,-8.20955497062225,68.9975367257694,0,120314,2020,FALSE,"A#",TRUE,TRUE,7,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,108.027685472445,-5.35799869566152,58.5852709762189,0,220802,2020,FALSE,"C",FALSE,FALSE,5,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,155.028073411309,-6.29521037998489,61.1701067554559,0,256383,1960,FALSE,"A",TRUE,TRUE,1,"#ID7758"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91.142238073228,-8.92906460055344,72.419445117828,0,149530,2014,FALSE,"E",FALSE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,126.344592931506,-9.84626734162923,31.3086264476609,0,568854,1985,TRUE,"C",FALSE,TRUE,8,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,83.3404696073878,-8.45789920592249,19.2104843479355,81.3942045334978,210416,2011,FALSE,"C#",TRUE,TRUE,2,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,143.141638544199,-8.96075991452322,59.6240362764584,0,181264,1994,FALSE,"a",TRUE,FALSE,7,"#ID7758"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69.5492563750696,-5.39312715080694,73.1574192292249,0,157959,2014,TRUE,"B",FALSE,FALSE,3,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,172.340606538343,-6.4102269003813,62.5615410519569,22.0100295706786,229238,2021,FALSE,"C",FALSE,TRUE,2,"#ID7758"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,90.8815758261356,-7.15757976356511,70.9551235790071,0,249402,2018,FALSE,"N/A",FALSE,FALSE,4,"#ID7758"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,78.6126853073685,-9.70316386486592,73.5832456130439,0,223500,2019,FALSE,"G#",FALSE,TRUE,2,"#ID7758"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,98.4476928998609,-6.92945320190027,12.2103855851577,68.5101294871729,270228,2014,FALSE,"c",TRUE,FALSE,4,"#ID7758"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,156.088964829104,-6.75267766116182,57.1560504795709,0,188136,2020,TRUE,"F",FALSE,TRUE,5,"#ID7758"
